2026-05-29 21:02:36,915 | analisis_pipeline | INFO | [2222_audio1] STT: "Aku mau book flight ke Jedah minggu depan, bisa bantu schedu"
2026-05-30 00:20:02,946 | analisis_pipeline | INFO | [2323_audio04] LLM: "First, visit the official Nusuk or Saudi Visa platform to re"
2026-05-30 00:20:30,868 | analisis_pipeline | INFO | [2323_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2323_audio04.wav
2026-05-30 00:20:56,848 | analisis_pipeline | INFO | [2323_audio05] STT: "Ya ahli, uridu buk flyk ila jaddah al-usbu al-qadim, hal bis"
2026-05-30 00:21:19,474 | analisis_pipeline | INFO | [2323_audio05] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Skills: Unde"
2026-05-30 00:22:20,049 | analisis_pipeline | INFO | [2323_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2323_audio05.wav
2026-05-30 00:22:43,068 | analisis_pipeline | INFO | [2323_audio06] STT: "Orido arranged transport from Jeddah to Madinah Khoddan."
2026-05-30 00:22:56,237 | analisis_pipeline | INFO | [2323_audio06] LLM: "You can book the Haramain High Speed Railway for a fast and "
2026-05-30 00:23:15,920 | analisis_pipeline | INFO | [2323_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2323_audio06.wav
2026-05-30 00:23:39,189 | analisis_pipeline | INFO | [2323_audio13] STT: "Jelaskan step by step cara booking flight ke Jedah secara on"
2026-05-30 00:23:59,623 | analisis_pipeline | INFO | [2323_audio13] LLM: "Buka website maskapai atau aplikasi travel, masukkan kota as"
2026-05-30 00:24:03,168 | analisis_pipeline | INFO | [2323_audio13] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2323_audio13.wav
2026-05-30 00:24:25,943 | analisis_pipeline | INFO | [2323_audio14] STT: "How to prepare Dokumen Umrah dari Indonesia dengan benar."
2026-05-30 00:24:41,374 | analisis_pipeline | INFO | [2323_audio14] LLM: "Ensure your passport is valid for at least six months and pr"
2026-05-30 00:25:06,817 | analisis_pipeline | INFO | [2323_audio14] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2323_audio14.wav
2026-05-30 00:25:30,647 | analisis_pipeline | INFO | [2323_audio15] STT: "Tolong buat checklist persiapan umrah termasuk barang wajib "
2026-05-30 00:25:51,372 | analisis_pipeline | INFO | [2323_audio15] LLM: "Siapkan dokumen penting seperti paspor, visa, dan sertifikat"
2026-05-30 00:25:55,975 | analisis_pipeline | INFO | [2323_audio15] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2323_audio15.wav
2026-05-30 00:26:19,829 | analisis_pipeline | INFO | [2323_audio16] STT: "Guide aku cara pilih hotel di Makkah dekat haram dengan budg"
2026-05-30 00:26:36,298 | analisis_pipeline | INFO | [2323_audio16] LLM: "Cari hotel di area Mahbas Jin atau Aziziyah yang menyediakan"
2026-05-30 00:26:39,533 | analisis_pipeline | INFO | [2323_audio16] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2323_audio16.wav
2026-05-30 00:27:02,557 | analisis_pipeline | INFO | [2323_audio18] STT: "I feel overwhelmed dengan persiapan umrah Ada tips sederhana"
2026-05-30 00:27:17,618 | analisis_pipeline | INFO | [2323_audio18] LLM: "Start by making a simple checklist of your essentials like I"
2026-05-30 00:27:40,678 | analisis_pipeline | INFO | [2323_audio18] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2323_audio18.wav
2026-05-30 00:28:04,112 | analisis_pipeline | INFO | [2325_audio1] STT: "Aku mau book flight ke Jedah, minggu depan bisa bantu schedu"
2026-05-30 00:28:14,910 | analisis_pipeline | INFO | [2325_audio1] LLM: "Tentu, saya bisa bantu carikan opsi jadwal penerbangan ke Je"
2026-05-30 00:28:17,569 | analisis_pipeline | INFO | [2325_audio1] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio1.wav
2026-05-30 00:28:40,798 | analisis_pipeline | INFO | [2325_audio2] STT: "Aku butuh travel umrah simpel tapi inkluar madinah fizit."
2026-05-30 00:29:01,810 | analisis_pipeline | INFO | [2325_audio2] LLM: "Kamu bisa memilih paket Umrah Reguler karena biasanya sudah "
2026-05-30 00:29:04,918 | analisis_pipeline | INFO | [2325_audio2] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio2.wav
2026-05-30 00:29:27,896 | analisis_pipeline | INFO | [2325_audio3] STT: "Can you help aku arrange transport dari Jeddah ke Marina Tom"
2026-05-30 00:29:44,204 | analisis_pipeline | INFO | [2325_audio3] LLM: "You can book the Haramain High Speed Railway online for a fa"
2026-05-30 00:30:09,076 | analisis_pipeline | INFO | [2325_audio3] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio3.wav
2026-05-30 00:30:31,999 | analisis_pipeline | INFO | [2325_audio4] STT: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 00:30:52,918 | analisis_pipeline | INFO | [2325_audio4] LLM: "You can apply through the official Nusuk platform or a regis"
2026-05-30 00:31:17,155 | analisis_pipeline | INFO | [2325_audio4] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio4.wav
2026-05-30 00:31:43,632 | analisis_pipeline | INFO | [2325_audio5] STT: "يا أخي، أريد بوك فلاك إلى جده الأسبوع القديم هل بس بنت أجد أ"
2026-05-30 00:32:05,347 | analisis_pipeline | INFO | [2325_audio5] LLM: "يمكنك استخدام تطبيقات مثل Skyscanner أو Wego للبحث عن أفضل ا"
2026-05-30 00:32:29,484 | analisis_pipeline | INFO | [2325_audio5] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio5.wav
2026-05-30 00:32:52,677 | analisis_pipeline | INFO | [2325_audio6] STT: "Uridu orange transport menjedah ilang adina keadaan"
2026-05-30 00:33:13,922 | analisis_pipeline | INFO | [2325_audio6] LLM: "Please contact your travel agent or the transport provider i"
2026-05-30 00:33:35,786 | analisis_pipeline | INFO | [2325_audio6] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio6.wav
2026-05-30 00:33:59,400 | analisis_pipeline | INFO | [2325_audio7] STT: "Book flight ke Jedah lalu lanjut ke Madinah, schedule terbai"
2026-05-30 00:34:22,726 | analisis_pipeline | INFO | [2325_audio7] LLM: "Pilihlah jadwal penerbangan yang tiba di Jeddah pada pagi ha"
2026-05-30 00:34:25,954 | analisis_pipeline | INFO | [2325_audio7] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio7.wav
2026-05-30 00:34:49,153 | analisis_pipeline | INFO | [2325_audio8] STT: "Apa perbedaan umrah dan hajj secara detail dalam Islam?"
2026-05-30 00:35:10,352 | analisis_pipeline | INFO | [2325_audio8] LLM: "Haji adalah rukun Islam yang wajib dilaksanakan pada waktu t"
2026-05-30 00:35:14,642 | analisis_pipeline | INFO | [2325_audio8] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio8.wav
2026-05-30 00:35:37,612 | analisis_pipeline | INFO | [2325_audio9] STT: "How to prepare dokumen umrah dari Indonesia dengan benar"
2026-05-30 00:36:00,324 | analisis_pipeline | INFO | [2325_audio9] LLM: "Make sure your passport is valid for at least six months and"
2026-05-30 00:36:32,759 | analisis_pipeline | INFO | [2325_audio9] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio9.wav
2026-05-30 00:36:55,832 | analisis_pipeline | INFO | [2325_audio10] STT: "I feel overwhelmed dengan persiapan umrah. Ada tips sederhan"
2026-05-30 00:37:05,966 | analisis_pipeline | INFO | [2325_audio10] LLM: "Don't worry, just start by making a simple checklist for you"
2026-05-30 00:37:27,452 | analisis_pipeline | INFO | [2325_audio10] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2325_audio10.wav
2026-05-30 00:37:50,782 | analisis_pipeline | INFO | [2326_audio01] STT: "Aku mau book flight ke Jedah minggu depan, bisa bantu schedu"
2026-05-30 00:38:04,998 | analisis_pipeline | INFO | [2326_audio01] LLM: "Tentu, bisa banget. Tolong infokan tanggal pasti dan prefere"
2026-05-30 00:38:07,195 | analisis_pipeline | INFO | [2326_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio01.wav
2026-05-30 00:38:30,249 | analisis_pipeline | INFO | [2326_audio02] STT: "Aku butuh travel umrah simpel tapi include Madina Visit"
2026-05-30 00:38:47,951 | analisis_pipeline | INFO | [2326_audio02] LLM: "You should look for a "Standard Umrah" package that explicit"
2026-05-30 00:39:13,664 | analisis_pipeline | INFO | [2326_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio02.wav
2026-05-30 00:39:36,843 | analisis_pipeline | INFO | [2326_audio03] STT: "Can you help aku arrange transport dari Jeddah ke Madinah to"
2026-05-30 00:39:55,847 | analisis_pipeline | INFO | [2326_audio03] LLM: "You can book the Haramain High-Speed Railway online via thei"
2026-05-30 00:40:24,465 | analisis_pipeline | INFO | [2326_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio03.wav
2026-05-30 00:40:47,299 | analisis_pipeline | INFO | [2326_audio04] STT: "Explain step by step cara apply visa Saudi dengan benar"
2026-05-30 00:40:57,902 | analisis_pipeline | INFO | [2326_audio04] LLM: "First, choose your visa type and visit the official Nusuk pl"
2026-05-30 00:41:26,142 | analisis_pipeline | INFO | [2326_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio04.wav
2026-05-30 00:41:52,237 | analisis_pipeline | INFO | [2326_audio05] STT: "Ya Akhi, uridu book flight ila Jeddah, Al-Usbu Al-Qadim. Hal"
2026-05-30 00:42:14,600 | analisis_pipeline | INFO | [2326_audio05] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Skills: Unde"
2026-05-30 00:43:27,754 | analisis_pipeline | INFO | [2326_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio05.wav
2026-05-30 00:43:51,032 | analisis_pipeline | INFO | [2326_audio06] STT: "uridu range transport menjedah ila madinah kodan"
2026-05-30 00:44:13,387 | analisis_pipeline | INFO | [2326_audio06] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Capabilities"
2026-05-30 00:45:25,587 | analisis_pipeline | INFO | [2326_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio06.wav
2026-05-30 00:45:49,352 | analisis_pipeline | INFO | [2326_audio07] STT: "Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terba"
2026-05-30 00:46:03,160 | analisis_pipeline | INFO | [2326_audio07] LLM: "Sebaiknya mendarat di Jeddah pagi hari agar bisa langsung na"
2026-05-30 00:46:05,969 | analisis_pipeline | INFO | [2326_audio07] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio07.wav
2026-05-30 00:46:28,999 | analisis_pipeline | INFO | [2326_audio11] STT: "Kenapa fasting di Ramadan itu wajib bagi muslim?"
2026-05-30 00:46:45,350 | analisis_pipeline | INFO | [2326_audio11] LLM: "Puasa Ramadan itu wajib karena merupakan salah satu dari lim"
2026-05-30 00:46:48,632 | analisis_pipeline | INFO | [2326_audio11] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio11.wav
2026-05-30 00:47:12,089 | analisis_pipeline | INFO | [2326_audio13] STT: "Jelaskan step by step cara booking flight ke Jedah secara on"
2026-05-30 00:47:34,295 | analisis_pipeline | INFO | [2326_audio13] LLM: "Buka aplikasi travel atau situs maskapai, lalu masukkan kota"
2026-05-30 00:47:38,340 | analisis_pipeline | INFO | [2326_audio13] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio13.wav
2026-05-30 00:48:01,880 | analisis_pipeline | INFO | [2326_audio17] STT: "Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemu"
2026-05-30 00:48:14,940 | analisis_pipeline | INFO | [2326_audio17] LLM: "Belajar bahasa Arab itu menantang, tapi sangat bisa dilakuka"
2026-05-30 00:48:18,186 | analisis_pipeline | INFO | [2326_audio17] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2326_audio17.wav
2026-05-30 00:48:41,531 | analisis_pipeline | INFO | [2330_audio01] STT: "Aku mau book flight ke Jedah minggu depan. Bisa bantu schedu"
2026-05-30 00:48:51,099 | analisis_pipeline | INFO | [2330_audio01] LLM: "Tentu, saya bisa bantu carikan jadwalnya. Tolong infokan kot"
2026-05-30 00:48:53,394 | analisis_pipeline | INFO | [2330_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio01.wav
2026-05-30 00:49:16,501 | analisis_pipeline | INFO | [2330_audio02] STT: "Aku butuh travel umrah simple tapi include Madinah Visit."
2026-05-30 00:49:31,547 | analisis_pipeline | INFO | [2330_audio02] LLM: "You should look for "Umrah Regular" or "Economy" packages, a"
2026-05-30 00:50:00,675 | analisis_pipeline | INFO | [2330_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio02.wav
2026-05-30 00:50:23,846 | analisis_pipeline | INFO | [2330_audio03] STT: "Can you help aku arrange transport dari Jedah ke Madinah tom"
2026-05-30 00:50:33,374 | analisis_pipeline | INFO | [2330_audio03] LLM: "I recommend booking the Haramain High-Speed Railway for a fa"
2026-05-30 00:50:56,215 | analisis_pipeline | INFO | [2330_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio03.wav
2026-05-30 00:51:19,230 | analisis_pipeline | INFO | [2330_audio04] STT: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 00:51:32,548 | analisis_pipeline | INFO | [2330_audio04] LLM: "You can apply through the official Nusuk platform or a regis"
2026-05-30 00:51:56,961 | analisis_pipeline | INFO | [2330_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio04.wav
2026-05-30 00:52:23,260 | analisis_pipeline | INFO | [2330_audio05] STT: "Ya ahih uridu bukflik ilah jeddah al-usbu al-kodim. Hal bisa"
2026-05-30 00:52:45,585 | analisis_pipeline | INFO | [2330_audio05] LLM: "Role: Friendly Umrah/Hajj travel assistant.
Skills: Code-swi"
2026-05-30 00:53:54,906 | analisis_pipeline | INFO | [2330_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio05.wav
2026-05-30 00:54:18,211 | analisis_pipeline | INFO | [2330_audio06] STT: "Uridu arrange transport Min Jeddah ila Madinah Gadan."
2026-05-30 00:54:37,253 | analisis_pipeline | INFO | [2330_audio06] LLM: "يمكنك حجز قطار الحرمين السريع عبر الموقع الإلكتروني لضمان مق"
2026-05-30 00:55:00,893 | analisis_pipeline | INFO | [2330_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio06.wav
2026-05-30 00:55:24,651 | analisis_pipeline | INFO | [2330_audio07] STT: "Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik"
2026-05-30 00:55:47,054 | analisis_pipeline | INFO | [2330_audio07] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Capabilities"
2026-05-30 00:55:52,875 | analisis_pipeline | INFO | [2330_audio07] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio07.wav
2026-05-30 00:56:15,998 | analisis_pipeline | INFO | [2330_audio12] STT: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekar"
2026-05-30 00:56:28,934 | analisis_pipeline | INFO | [2330_audio12] LLM: "Kamu bisa mengurusnya melalui travel agent resmi (PPIU) atau"
2026-05-30 00:56:32,143 | analisis_pipeline | INFO | [2330_audio12] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio12.wav
2026-05-30 00:56:54,985 | analisis_pipeline | INFO | [2330_audio14] STT: "How to prepare dokumen umrah dari Indonesia dengan benar"
2026-05-30 00:57:09,487 | analisis_pipeline | INFO | [2330_audio14] LLM: "Ensure your passport is valid for at least six months and pr"
2026-05-30 00:57:35,386 | analisis_pipeline | INFO | [2330_audio14] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio14.wav
2026-05-30 00:57:59,126 | analisis_pipeline | INFO | [2330_audio15] STT: "Tolong buat checklist persiapan umroh termasuk barang wajib "
2026-05-30 00:58:21,681 | analisis_pipeline | INFO | [2330_audio15] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Capabilities"
2026-05-30 00:58:27,124 | analisis_pipeline | INFO | [2330_audio15] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio15.wav
2026-05-30 00:58:50,679 | analisis_pipeline | INFO | [2330_audio17] STT: "Menurut kamu, belajar Bahasa Arab itu susah enggak untuk pem"
2026-05-30 00:59:02,835 | analisis_pipeline | INFO | [2330_audio17] LLM: "Belajar Bahasa Arab itu menantang tapi sangat mungkin dilaku"
2026-05-30 00:59:06,170 | analisis_pipeline | INFO | [2330_audio17] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2330_audio17.wav
2026-05-30 00:59:29,415 | analisis_pipeline | INFO | [2331_audio01] STT: "Aku mau book flight ke Jedah minggu depan. Bisa bantu schedu"
2026-05-30 00:59:46,294 | analisis_pipeline | INFO | [2331_audio01] LLM: "Tentu, saya bisa bantu carikan jadwal flight yang tersedia. "
2026-05-30 00:59:48,696 | analisis_pipeline | INFO | [2331_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio01.wav
2026-05-30 01:00:11,916 | analisis_pipeline | INFO | [2331_audio02] STT: "Aku butuh travel umrah simple, tapi include Madinah Visit."
2026-05-30 01:00:26,820 | analisis_pipeline | INFO | [2331_audio02] LLM: "I recommend looking for a standard Umrah package that specif"
2026-05-30 01:00:52,215 | analisis_pipeline | INFO | [2331_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio02.wav
2026-05-30 01:01:15,252 | analisis_pipeline | INFO | [2331_audio03] STT: "Can you help aku arrange transport dari Jedah ke Madinah tom"
2026-05-30 01:01:28,141 | analisis_pipeline | INFO | [2331_audio03] LLM: "I recommend booking the Haramain High Speed Railway online v"
2026-05-30 01:01:53,510 | analisis_pipeline | INFO | [2331_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio03.wav
2026-05-30 01:02:16,442 | analisis_pipeline | INFO | [2331_audio04] STT: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 01:02:28,780 | analisis_pipeline | INFO | [2331_audio04] LLM: "You can apply through the official KSA Visa portal or via a "
2026-05-30 01:02:54,660 | analisis_pipeline | INFO | [2331_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio04.wav
2026-05-30 01:03:20,039 | analisis_pipeline | INFO | [2331_audio05] STT: "Ya ahi, uridu buk flight ilajedah alus bual kadim. Hal bisa "
2026-05-30 01:03:35,642 | analisis_pipeline | INFO | [2331_audio05] LLM: "I can definitely help you find the best flight schedules to "
2026-05-30 01:03:54,017 | analisis_pipeline | INFO | [2331_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio05.wav
2026-05-30 01:04:17,205 | analisis_pipeline | INFO | [2331_audio06] STT: "Uridu Range Transport Menjedah ila Madinah Gadan"
2026-05-30 01:04:44,764 | analisis_pipeline | INFO | [2331_audio06] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Language ski"
2026-05-30 01:05:49,609 | analisis_pipeline | INFO | [2331_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio06.wav
2026-05-30 01:06:12,657 | analisis_pipeline | INFO | [2331_audio10] STT: "Apa perbedaan umrah dan haji secara detail dalam Islam?"
2026-05-30 01:06:33,417 | analisis_pipeline | INFO | [2331_audio10] LLM: "Haji wajib dilaksanakan pada waktu tertentu di bulan Dzulhij"
2026-05-30 01:06:36,983 | analisis_pipeline | INFO | [2331_audio10] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio10.wav
2026-05-30 01:06:59,912 | analisis_pipeline | INFO | [2331_audio12] STT: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekar"
2026-05-30 01:07:19,012 | analisis_pipeline | INFO | [2331_audio12] LLM: "Kamu bisa mengurusnya dengan mudah melalui agen travel resmi"
2026-05-30 01:07:22,388 | analisis_pipeline | INFO | [2331_audio12] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio12.wav
2026-05-30 01:07:46,114 | analisis_pipeline | INFO | [2331_audio15] STT: "Tolong buat checklist persiapan umrah termasuk barang wajib "
2026-05-30 01:08:13,144 | analisis_pipeline | INFO | [2331_audio15] LLM: "Pastikan paspor, visa, sertifikat vaksin, kain ihram atau mu"
2026-05-30 01:08:17,354 | analisis_pipeline | INFO | [2331_audio15] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio15.wav
2026-05-30 01:08:40,611 | analisis_pipeline | INFO | [2331_audio17] STT: "Menurut kamu, belajar bahasa Arab itu susah enggak untuk pem"
2026-05-30 01:09:00,563 | analisis_pipeline | INFO | [2331_audio17] LLM: "Tidak susah kok, asalkan kamu fokus pada kosakata harian dan"
2026-05-30 01:09:03,479 | analisis_pipeline | INFO | [2331_audio17] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2331_audio17.wav
2026-05-30 01:09:27,055 | analisis_pipeline | INFO | [2334_audio01] STT: "Aku mau book flight ke Jeddah minggu depan. Bisa bantu sched"
2026-05-30 01:09:36,710 | analisis_pipeline | INFO | [2334_audio01] LLM: "Tentu, boleh banget! Tolong infokan tanggal keberangkatan da"
2026-05-30 01:09:39,004 | analisis_pipeline | INFO | [2334_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio01.wav
2026-05-30 01:10:01,916 | analisis_pipeline | INFO | [2334_audio02] STT: "Aku butuh travel umrah simple tapi include Madinah Visit."
2026-05-30 01:10:17,817 | analisis_pipeline | INFO | [2334_audio02] LLM: "I recommend choosing a "Regular Umrah" package that explicit"
2026-05-30 01:10:47,146 | analisis_pipeline | INFO | [2334_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio02.wav
2026-05-30 01:11:10,114 | analisis_pipeline | INFO | [2334_audio03] STT: "Can you help aku arrange transport dari Jeddah ke Madinah to"
2026-05-30 01:11:22,184 | analisis_pipeline | INFO | [2334_audio03] LLM: "You can book the Haramain High-Speed Railway online via thei"
2026-05-30 01:11:50,293 | analisis_pipeline | INFO | [2334_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio03.wav
2026-05-30 01:12:13,151 | analisis_pipeline | INFO | [2334_audio04] STT: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 01:12:35,605 | analisis_pipeline | INFO | [2334_audio04] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Language cap"
2026-05-30 01:13:39,662 | analisis_pipeline | INFO | [2334_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio04.wav
2026-05-30 01:14:05,421 | analisis_pipeline | INFO | [2334_audio05] STT: "Ya Akhi, uridu bukflike ilajeddah al-usbu al-qadim, hal bisa"
2026-05-30 01:14:26,332 | analisis_pipeline | INFO | [2334_audio05] LLM: "Na'am ya akhi, saya bisa bantu buatkan best schedule untuk U"
2026-05-30 01:15:09,802 | analisis_pipeline | INFO | [2334_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio05.wav
2026-05-30 01:15:32,966 | analisis_pipeline | INFO | [2334_audio06] STT: "Uridu Range Transport Min Jeddah ila Madinah Rodan"
2026-05-30 01:15:55,397 | analisis_pipeline | INFO | [2334_audio06] LLM: "يمكنك استئجار سيارة خاصة مع سائق عبر تطبيقات مثل Careem أو ا"
2026-05-30 01:16:07,599 | analisis_pipeline | INFO | [2334_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio06.wav
2026-05-30 01:16:31,386 | analisis_pipeline | INFO | [2334_audio07] STT: "Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik"
2026-05-30 01:16:53,664 | analisis_pipeline | INFO | [2334_audio07] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Capabilities"
2026-05-30 01:16:59,370 | analisis_pipeline | INFO | [2334_audio07] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio07.wav
2026-05-30 01:17:22,361 | analisis_pipeline | INFO | [2334_audio08] STT: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekar"
2026-05-30 01:17:37,280 | analisis_pipeline | INFO | [2334_audio08] LLM: "Kamu bisa mengurusnya melalui agen travel resmi (PPIU) agar "
2026-05-30 01:17:40,171 | analisis_pipeline | INFO | [2334_audio08] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio08.wav
2026-05-30 01:18:02,964 | analisis_pipeline | INFO | [2334_audio09] STT: "How to prepare dokumen umrah dari Indonesia dengan benar."
2026-05-30 01:18:14,350 | analisis_pipeline | INFO | [2334_audio09] LLM: "Ensure your passport is valid for at least six months and ob"
2026-05-30 01:18:45,079 | analisis_pipeline | INFO | [2334_audio09] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio09.wav
2026-05-30 01:19:08,642 | analisis_pipeline | INFO | [2334_audio10] STT: "Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemu"
2026-05-30 01:19:23,774 | analisis_pipeline | INFO | [2334_audio10] LLM: "Tidak terlalu sulit kok, asalkan kamu mulai dari kosakata ha"
2026-05-30 01:19:26,520 | analisis_pipeline | INFO | [2334_audio10] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2334_audio10.wav
2026-05-30 01:19:49,842 | analisis_pipeline | INFO | [2337_audio01] STT: "Aku mau book flight ke Jeddah minggu depan. Bisa bantu sched"
