2026-05-28 15:59:28,744 | text_processor | INFO | Input: "Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?"
2026-05-29 23:34:02,848 | text_processor | INFO | Input: "Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?"
2026-05-29 23:34:02,848 | text_processor | INFO | Manifest disimpan: 2311_audio01.json
2026-05-29 23:34:02,848 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-29 23:34:37,203 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madinah Visit"
2026-05-29 23:34:37,203 | text_processor | INFO | Manifest disimpan: 2311_audio02.json
2026-05-29 23:34:37,203 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-29 23:35:48,854 | text_processor | INFO | Input: ""Can you help aku arrange transport dari Jeddah ke Madinah Tomoro?""
2026-05-29 23:35:48,855 | text_processor | INFO | Manifest disimpan: 2311_audio03.json
2026-05-29 23:35:48,855 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=4
2026-05-29 23:36:26,107 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-29 23:36:26,108 | text_processor | INFO | Manifest disimpan: 2311_audio04.json
2026-05-29 23:36:26,108 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-29 23:37:36,368 | text_processor | INFO | Input: "Ya ahi, uridu book flight ilajet dah al usmu al qadim, hal bisa bantu adida afda"
2026-05-29 23:37:36,368 | text_processor | INFO | Manifest disimpan: 2311_audio05.json
2026-05-29 23:37:36,368 | text_processor | INFO | dominant=EN detected=['AR', 'EN', 'ID'] segments=5
2026-05-29 23:38:33,788 | text_processor | INFO | Input: "Turidu arens transport Minjidda ila Madinah Radhan."
2026-05-29 23:38:33,789 | text_processor | INFO | Manifest disimpan: 2311_audio06.json
2026-05-29 23:38:33,789 | text_processor | INFO | dominant=EN detected=['EN', 'AR'] segments=2
2026-05-29 23:39:40,241 | text_processor | INFO | Input: "Mungkin buk transport Minmaka ilamadina untuk besok."
2026-05-29 23:39:40,242 | text_processor | INFO | Manifest disimpan: 2311_audio09.json
2026-05-29 23:39:40,242 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-29 23:40:43,685 | text_processor | INFO | Input: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?"
2026-05-29 23:40:43,686 | text_processor | INFO | Manifest disimpan: 2311_audio12.json
2026-05-29 23:40:43,686 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-29 23:41:29,839 | text_processor | INFO | Input: "How to prepare dokumen umrah dari Indonesia dengan benar?"
2026-05-29 23:41:29,840 | text_processor | INFO | Manifest disimpan: 2311_audio14.json
2026-05-29 23:41:29,840 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-29 23:42:34,619 | text_processor | INFO | Input: "Menurut kamu, belajar bahasa Arab itu susah enggak untuk pemula."
2026-05-29 23:42:34,619 | text_processor | INFO | Manifest disimpan: 2311_audio17.json
2026-05-29 23:42:34,619 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-29 23:43:19,049 | text_processor | INFO | Input: "Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?"
2026-05-29 23:43:19,050 | text_processor | INFO | Manifest disimpan: 2312_audio1.json
2026-05-29 23:43:19,050 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-29 23:43:55,615 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi ingkut Madinah Visit."
2026-05-29 23:43:55,616 | text_processor | INFO | Manifest disimpan: 2312_audio2.json
2026-05-29 23:43:55,616 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-29 23:44:42,394 | text_processor | INFO | Input: "Bolehkah anda tolong saya aturkan transport dari Jeddah ke Madinah esok?"
2026-05-29 23:44:42,395 | text_processor | INFO | Manifest disimpan: 2312_audio3.json
2026-05-29 23:44:42,395 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-29 23:45:23,983 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-29 23:45:23,983 | text_processor | INFO | Manifest disimpan: 2312_audio4.json
2026-05-29 23:45:23,983 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-29 23:46:34,718 | text_processor | INFO | Input: "Ya akhi, uridu buk flyk ilajad dah al usbu ul kadim, hal bisa bantu Ajidah Afdal"
2026-05-29 23:46:34,718 | text_processor | INFO | Manifest disimpan: 2312_audio5.json
2026-05-29 23:46:34,718 | text_processor | INFO | dominant=AR detected=['AR', 'ID'] segments=3
2026-05-29 23:48:24,900 | text_processor | INFO | Input: ""Uridu Range Transport Minjid Dah Ila Madinah Gadan""
2026-05-29 23:48:24,900 | text_processor | INFO | Manifest disimpan: 2312_audio6.json
2026-05-29 23:48:24,900 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-29 23:49:34,631 | text_processor | INFO | Input: "Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?"
2026-05-29 23:49:34,631 | text_processor | INFO | Manifest disimpan: 2312_audio7.json
2026-05-29 23:49:34,631 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=4
2026-05-29 23:50:24,661 | text_processor | INFO | Input: "Kenapa fasting di Ramadan itu wajib bagi muslim?"
2026-05-29 23:50:24,661 | text_processor | INFO | Manifest disimpan: 2312_audio11.json
2026-05-29 23:50:24,661 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-29 23:51:09,120 | text_processor | INFO | Input: "Tolong buat checklist persiapan umrah termasuk barang wajib di bawah."
2026-05-29 23:51:09,121 | text_processor | INFO | Manifest disimpan: 2312_audio15.json
2026-05-29 23:51:09,121 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-29 23:51:57,147 | text_processor | INFO | Input: "Ah Yanan, saya bingung mulai dari mana untuk umrah."
2026-05-29 23:51:57,147 | text_processor | INFO | Manifest disimpan: 2312_audio19.json
2026-05-29 23:51:57,147 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-29 23:52:36,111 | text_processor | INFO | Input: "Translate ke English Aku mau pergi ke Makkah minggu depan."
2026-05-29 23:52:36,112 | text_processor | INFO | Manifest disimpan: 2312_audio20.json
2026-05-29 23:52:36,112 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-29 23:53:13,881 | text_processor | INFO | Input: "Aku mau buk fly ke Jedah, minggu depan bisa bantu schedule"
2026-05-29 23:53:13,882 | text_processor | INFO | Manifest disimpan: 2318_audio01.json
2026-05-29 23:53:13,882 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=2
2026-05-29 23:53:55,166 | text_processor | INFO | Input: "Aku butuh travel umrah simpel, tapi include madinah piscine."
2026-05-29 23:53:55,167 | text_processor | INFO | Manifest disimpan: 2318_audio02.json
2026-05-29 23:53:55,167 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-29 23:55:53,641 | text_processor | INFO | Input: "Ken Yuhab, aku arrange transport dari Jedah ke Madinah, Tumuru."
2026-05-29 23:55:53,642 | text_processor | INFO | Manifest disimpan: 2318_audio03.json
2026-05-29 23:55:53,642 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-29 23:56:35,127 | text_processor | INFO | Input: "I explain step by step cara apply PISA Saudi dengan benar."
2026-05-29 23:56:35,128 | text_processor | INFO | Manifest disimpan: 2318_audio04.json
2026-05-29 23:56:35,128 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-29 23:58:41,104 | text_processor | INFO | Input: "Yaahihi uridu buflaik ila jeddah al-usbu al-khalim hal bisa bantu ajidah afdal s"
2026-05-29 23:58:41,104 | text_processor | INFO | Manifest disimpan: 2318_audio05.json
2026-05-29 23:58:41,104 | text_processor | INFO | dominant=AR detected=['AR', 'ID'] segments=2
2026-05-30 00:00:37,440 | text_processor | INFO | Input: "Uridu arens transport, min jeddah ila madinah gadan."
2026-05-30 00:00:37,440 | text_processor | INFO | Manifest disimpan: 2318_audio06.json
2026-05-30 00:00:37,440 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 00:01:45,300 | text_processor | INFO | Input: "Mungkin buk transport Min Makkah ila Madinah untuk besok."
2026-05-30 00:01:45,300 | text_processor | INFO | Manifest disimpan: 2318_audio09.json
2026-05-30 00:01:45,301 | text_processor | INFO | dominant=AR detected=['EN', 'AR', 'ID'] segments=3
2026-05-30 00:03:48,589 | text_processor | INFO | Input: "Apa perbedaan umrah dan haji secara detail dalam Islam?"
2026-05-30 00:03:48,590 | text_processor | INFO | Manifest disimpan: 2318_audio10.json
2026-05-30 00:03:48,590 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 00:04:35,014 | text_processor | INFO | Input: "Jelaskan step by step cara booking flight ke Jedah secara online."
2026-05-30 00:04:35,014 | text_processor | INFO | Manifest disimpan: 2318_audio13.json
2026-05-30 00:04:35,015 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=6
2026-05-30 00:05:14,187 | text_processor | INFO | Input: "Akianan saya bingung mulai dari mana untuk umrah."
2026-05-30 00:05:14,188 | text_processor | INFO | Manifest disimpan: 2318_audio19.json
2026-05-30 00:05:14,188 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 00:05:52,796 | text_processor | INFO | Input: "Aku mau book fly ke Jedah minggu depan, bisa bantu schedule?"
2026-05-30 00:05:52,797 | text_processor | INFO | Manifest disimpan: 2319_Audio1.json
2026-05-30 00:05:52,797 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 00:06:32,244 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madina Visit."
2026-05-30 00:06:32,245 | text_processor | INFO | Manifest disimpan: 2319_Audio2.json
2026-05-30 00:06:32,245 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 00:07:36,479 | text_processor | INFO | Input: "Can you help aku arrange rampat dari Dedah ke Bandidah tomorrow?"
2026-05-30 00:07:36,480 | text_processor | INFO | Manifest disimpan: 2319_Audio3.json
2026-05-30 00:07:36,480 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 00:09:38,480 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 00:09:38,481 | text_processor | INFO | Manifest disimpan: 2319_Audio4.json
2026-05-30 00:09:38,481 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 00:10:54,161 | text_processor | INFO | Input: "Ya ahli uridubu fly ilajenda lesebuan kadim. Hal bisa bantu adida Afdalski dhulw"
2026-05-30 00:10:54,162 | text_processor | INFO | Manifest disimpan: 2319_Audio5.json
2026-05-30 00:10:54,162 | text_processor | INFO | dominant=AR detected=['AR', 'ID'] segments=2
2026-05-30 00:12:54,974 | text_processor | INFO | Input: "Uridu arrangements transport Min Jeddah ila Madinah Wardan."
2026-05-30 00:12:54,974 | text_processor | INFO | Manifest disimpan: 2319_Audio6.json
2026-05-30 00:12:54,974 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 00:14:10,235 | text_processor | INFO | Input: "Apa perbedaan umrah dan hajj secara detail dalam Islam?"
2026-05-30 00:14:10,236 | text_processor | INFO | Manifest disimpan: 2319_Audio10.json
2026-05-30 00:14:10,236 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 00:15:03,556 | text_processor | INFO | Input: "Jelaskan step by step cara booking flight ke Jeddah secara online."
2026-05-30 00:15:03,557 | text_processor | INFO | Manifest disimpan: 2319_Audio13.json
2026-05-30 00:15:03,557 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=6
2026-05-30 00:15:53,335 | text_processor | INFO | Input: "Guide aku cara pilih hotel di Megah dekat Ahram dengan budget terbatas."
2026-05-30 00:15:53,335 | text_processor | INFO | Manifest disimpan: 2319_Audio16.json
2026-05-30 00:15:53,335 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=6
2026-05-30 00:16:39,120 | text_processor | INFO | Input: "Ah yanan saya bingung mulai dari mana untuk umrah."
2026-05-30 00:16:39,121 | text_processor | INFO | Manifest disimpan: 2319_Audio19.json
2026-05-30 00:16:39,121 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 00:17:18,922 | text_processor | INFO | Input: "Aku mau book flight ke jadah minggu depan. Bisa bantu schedule?"
2026-05-30 00:17:18,928 | text_processor | INFO | Manifest disimpan: 2323_audio01.json
2026-05-30 00:17:18,928 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 00:17:56,734 | text_processor | INFO | Input: "Aku butuh travel umrah simple tapi include madinah fisik."
2026-05-30 00:17:56,735 | text_processor | INFO | Manifest disimpan: 2323_audio02.json
2026-05-30 00:17:56,735 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 00:18:54,104 | text_processor | INFO | Input: ""Can you help aku arrange transport dari Jedah ke Madinah tomorrow?""
2026-05-30 00:18:54,105 | text_processor | INFO | Manifest disimpan: 2323_audio03.json
2026-05-30 00:18:54,105 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 00:19:50,430 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 00:19:50,436 | text_processor | INFO | Manifest disimpan: 2323_audio04.json
2026-05-30 00:19:50,436 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 00:20:56,848 | text_processor | INFO | Input: "Ya ahli, uridu buk flyk ila jaddah al-usbu al-qadim, hal bisa bantu ajidah afdal"
2026-05-30 00:20:56,849 | text_processor | INFO | Manifest disimpan: 2323_audio05.json
2026-05-30 00:20:56,849 | text_processor | INFO | dominant=AR detected=['AR', 'ID'] segments=3
2026-05-30 00:22:43,068 | text_processor | INFO | Input: "Orido arranged transport from Jeddah to Madinah Khoddan."
2026-05-30 00:22:43,068 | text_processor | INFO | Manifest disimpan: 2323_audio06.json
2026-05-30 00:22:43,068 | text_processor | INFO | dominant=EN detected=['EN'] segments=1
2026-05-30 00:23:39,189 | text_processor | INFO | Input: "Jelaskan step by step cara booking flight ke Jedah secara online."
2026-05-30 00:23:39,189 | text_processor | INFO | Manifest disimpan: 2323_audio13.json
2026-05-30 00:23:39,189 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=6
2026-05-30 00:24:25,943 | text_processor | INFO | Input: "How to prepare Dokumen Umrah dari Indonesia dengan benar."
2026-05-30 00:24:25,949 | text_processor | INFO | Manifest disimpan: 2323_audio14.json
2026-05-30 00:24:25,949 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-30 00:25:30,647 | text_processor | INFO | Input: "Tolong buat checklist persiapan umrah termasuk barang wajib di bawah"
2026-05-30 00:25:30,648 | text_processor | INFO | Manifest disimpan: 2323_audio15.json
2026-05-30 00:25:30,648 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 00:26:19,829 | text_processor | INFO | Input: "Guide aku cara pilih hotel di Makkah dekat haram dengan budget terbatas."
2026-05-30 00:26:19,830 | text_processor | INFO | Manifest disimpan: 2323_audio16.json
2026-05-30 00:26:19,830 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=6
2026-05-30 00:27:02,557 | text_processor | INFO | Input: "I feel overwhelmed dengan persiapan umrah Ada tips sederhana"
2026-05-30 00:27:02,557 | text_processor | INFO | Manifest disimpan: 2323_audio18.json
2026-05-30 00:27:02,558 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=3
2026-05-30 00:28:04,112 | text_processor | INFO | Input: "Aku mau book flight ke Jedah, minggu depan bisa bantu schedule"
2026-05-30 00:28:04,112 | text_processor | INFO | Manifest disimpan: 2325_audio1.json
2026-05-30 00:28:04,112 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 00:28:40,798 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi inkluar madinah fizit."
2026-05-30 00:28:40,799 | text_processor | INFO | Manifest disimpan: 2325_audio2.json
2026-05-30 00:28:40,799 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 00:29:27,896 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jeddah ke Marina Tomorrow?"
2026-05-30 00:29:27,896 | text_processor | INFO | Manifest disimpan: 2325_audio3.json
2026-05-30 00:29:27,897 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 00:30:31,999 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 00:30:31,999 | text_processor | INFO | Manifest disimpan: 2325_audio4.json
2026-05-30 00:30:31,999 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 00:31:43,632 | text_processor | INFO | Input: "يا أخي، أريد بوك فلاك إلى جده الأسبوع القديم هل بس بنت أجد أفضل سكجول ورخلتا مبش"
2026-05-30 00:31:43,640 | text_processor | INFO | Manifest disimpan: 2325_audio5.json
2026-05-30 00:31:43,640 | text_processor | INFO | dominant=AR detected=['AR'] segments=1
2026-05-30 00:32:52,677 | text_processor | INFO | Input: "Uridu orange transport menjedah ilang adina keadaan"
2026-05-30 00:32:52,677 | text_processor | INFO | Manifest disimpan: 2325_audio6.json
2026-05-30 00:32:52,677 | text_processor | INFO | dominant=EN detected=['AR', 'EN'] segments=2
2026-05-30 00:33:59,400 | text_processor | INFO | Input: "Book flight ke Jedah lalu lanjut ke Madinah, schedule terbaik kapan."
2026-05-30 00:33:59,401 | text_processor | INFO | Manifest disimpan: 2325_audio7.json
2026-05-30 00:33:59,401 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=4
2026-05-30 00:34:49,153 | text_processor | INFO | Input: "Apa perbedaan umrah dan hajj secara detail dalam Islam?"
2026-05-30 00:34:49,154 | text_processor | INFO | Manifest disimpan: 2325_audio8.json
2026-05-30 00:34:49,154 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 00:35:37,612 | text_processor | INFO | Input: "How to prepare dokumen umrah dari Indonesia dengan benar"
2026-05-30 00:35:37,612 | text_processor | INFO | Manifest disimpan: 2325_audio9.json
2026-05-30 00:35:37,612 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-30 00:36:55,833 | text_processor | INFO | Input: "I feel overwhelmed dengan persiapan umrah. Ada tips sederhana."
2026-05-30 00:36:55,833 | text_processor | INFO | Manifest disimpan: 2325_audio10.json
2026-05-30 00:36:55,833 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=3
2026-05-30 00:37:50,782 | text_processor | INFO | Input: "Aku mau book flight ke Jedah minggu depan, bisa bantu schedule?"
2026-05-30 00:37:50,783 | text_processor | INFO | Manifest disimpan: 2326_audio01.json
2026-05-30 00:37:50,783 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 00:38:30,249 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madina Visit"
2026-05-30 00:38:30,249 | text_processor | INFO | Manifest disimpan: 2326_audio02.json
2026-05-30 00:38:30,249 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 00:39:36,843 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?"
2026-05-30 00:39:36,843 | text_processor | INFO | Manifest disimpan: 2326_audio03.json
2026-05-30 00:39:36,843 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 00:40:47,299 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar"
2026-05-30 00:40:47,305 | text_processor | INFO | Manifest disimpan: 2326_audio04.json
2026-05-30 00:40:47,305 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 00:41:52,237 | text_processor | INFO | Input: "Ya Akhi, uridu book flight ila Jeddah, Al-Usbu Al-Qadim. Hal bisa bantu Ajidah a"
2026-05-30 00:41:52,238 | text_processor | INFO | Manifest disimpan: 2326_audio05.json
2026-05-30 00:41:52,238 | text_processor | INFO | dominant=AR detected=['AR', 'EN', 'ID'] segments=4
2026-05-30 00:43:51,032 | text_processor | INFO | Input: "uridu range transport menjedah ila madinah kodan"
2026-05-30 00:43:51,033 | text_processor | INFO | Manifest disimpan: 2326_audio06.json
2026-05-30 00:43:51,033 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 00:45:49,352 | text_processor | INFO | Input: "Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?"
2026-05-30 00:45:49,353 | text_processor | INFO | Manifest disimpan: 2326_audio07.json
2026-05-30 00:45:49,353 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=4
2026-05-30 00:46:29,000 | text_processor | INFO | Input: "Kenapa fasting di Ramadan itu wajib bagi muslim?"
2026-05-30 00:46:29,000 | text_processor | INFO | Manifest disimpan: 2326_audio11.json
2026-05-30 00:46:29,000 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 00:47:12,089 | text_processor | INFO | Input: "Jelaskan step by step cara booking flight ke Jedah secara online."
2026-05-30 00:47:12,095 | text_processor | INFO | Manifest disimpan: 2326_audio13.json
2026-05-30 00:47:12,095 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=6
2026-05-30 00:48:01,880 | text_processor | INFO | Input: "Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula?"
2026-05-30 00:48:01,880 | text_processor | INFO | Manifest disimpan: 2326_audio17.json
2026-05-30 00:48:01,880 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 00:48:41,531 | text_processor | INFO | Input: "Aku mau book flight ke Jedah minggu depan. Bisa bantu schedule?"
2026-05-30 00:48:41,531 | text_processor | INFO | Manifest disimpan: 2330_audio01.json
2026-05-30 00:48:41,532 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 00:49:16,501 | text_processor | INFO | Input: "Aku butuh travel umrah simple tapi include Madinah Visit."
2026-05-30 00:49:16,501 | text_processor | INFO | Manifest disimpan: 2330_audio02.json
2026-05-30 00:49:16,502 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 00:50:23,846 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jedah ke Madinah tomorrow?"
2026-05-30 00:50:23,847 | text_processor | INFO | Manifest disimpan: 2330_audio03.json
2026-05-30 00:50:23,847 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 00:51:19,230 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 00:51:19,230 | text_processor | INFO | Manifest disimpan: 2330_audio04.json
2026-05-30 00:51:19,230 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 00:52:23,260 | text_processor | INFO | Input: "Ya ahih uridu bukflik ilah jeddah al-usbu al-kodim. Hal bisa bantu ajidah afdal "
2026-05-30 00:52:23,260 | text_processor | INFO | Manifest disimpan: 2330_audio05.json
2026-05-30 00:52:23,260 | text_processor | INFO | dominant=AR detected=['AR', 'ID'] segments=2
2026-05-30 00:54:18,211 | text_processor | INFO | Input: "Uridu arrange transport Min Jeddah ila Madinah Gadan."
2026-05-30 00:54:18,212 | text_processor | INFO | Manifest disimpan: 2330_audio06.json
2026-05-30 00:54:18,212 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 00:55:24,652 | text_processor | INFO | Input: "Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik kapan?"
2026-05-30 00:55:24,652 | text_processor | INFO | Manifest disimpan: 2330_audio07.json
2026-05-30 00:55:24,652 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-30 00:56:15,998 | text_processor | INFO | Input: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?"
2026-05-30 00:56:15,998 | text_processor | INFO | Manifest disimpan: 2330_audio12.json
2026-05-30 00:56:15,998 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 00:56:54,986 | text_processor | INFO | Input: "How to prepare dokumen umrah dari Indonesia dengan benar"
2026-05-30 00:56:54,986 | text_processor | INFO | Manifest disimpan: 2330_audio14.json
2026-05-30 00:56:54,986 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-30 00:57:59,126 | text_processor | INFO | Input: "Tolong buat checklist persiapan umroh termasuk barang wajib di bawah."
2026-05-30 00:57:59,127 | text_processor | INFO | Manifest disimpan: 2330_audio15.json
2026-05-30 00:57:59,127 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 00:58:50,679 | text_processor | INFO | Input: "Menurut kamu, belajar Bahasa Arab itu susah enggak untuk pemula?"
2026-05-30 00:58:50,679 | text_processor | INFO | Manifest disimpan: 2330_audio17.json
2026-05-30 00:58:50,679 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 00:59:29,415 | text_processor | INFO | Input: "Aku mau book flight ke Jedah minggu depan. Bisa bantu schedule?"
2026-05-30 00:59:29,416 | text_processor | INFO | Manifest disimpan: 2331_audio01.json
2026-05-30 00:59:29,416 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 01:00:11,916 | text_processor | INFO | Input: "Aku butuh travel umrah simple, tapi include Madinah Visit."
2026-05-30 01:00:11,916 | text_processor | INFO | Manifest disimpan: 2331_audio02.json
2026-05-30 01:00:11,917 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 01:01:15,252 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jedah ke Madinah tomorrow?"
2026-05-30 01:01:15,253 | text_processor | INFO | Manifest disimpan: 2331_audio03.json
2026-05-30 01:01:15,253 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 01:02:16,442 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 01:02:16,443 | text_processor | INFO | Manifest disimpan: 2331_audio04.json
2026-05-30 01:02:16,443 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 01:03:20,039 | text_processor | INFO | Input: "Ya ahi, uridu buk flight ilajedah alus bual kadim. Hal bisa bantu ajida afdal sc"
2026-05-30 01:03:20,040 | text_processor | INFO | Manifest disimpan: 2331_audio05.json
2026-05-30 01:03:20,040 | text_processor | INFO | dominant=EN detected=['AR', 'EN', 'ID'] segments=6
2026-05-30 01:04:17,205 | text_processor | INFO | Input: "Uridu Range Transport Menjedah ila Madinah Gadan"
2026-05-30 01:04:17,206 | text_processor | INFO | Manifest disimpan: 2331_audio06.json
2026-05-30 01:04:17,206 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 01:06:12,657 | text_processor | INFO | Input: "Apa perbedaan umrah dan haji secara detail dalam Islam?"
2026-05-30 01:06:12,658 | text_processor | INFO | Manifest disimpan: 2331_audio10.json
2026-05-30 01:06:12,658 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 01:06:59,913 | text_processor | INFO | Input: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?"
2026-05-30 01:06:59,913 | text_processor | INFO | Manifest disimpan: 2331_audio12.json
2026-05-30 01:06:59,913 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
